claim_number,age_of_driver,sex,marital_status,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,police_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
4747,30,M,0,77,85085,1,0,Own,50039,2020-03-22,Sunday,Parking Lot,0,0,3,Phone,1,9201.82,5,Large,19346.76,blue,3610,0
4748,44,F,1,55,104120,0,1,Own,80002,2020-01-21,Tuesday,Local,0,0,16,Broker,0,3349.16,2,Compact,22318.64,white,1279,0
4749,24,M,,80,73910,1,1,Own,85007,2019-07-27,Saturday,Parking Lot,1,0,99,Online,1,3931.91,5,Medium,21418.59,gray,2435,1
4750,45,M,1,54,105200,1,1,Rent,15035,2019-07-29,Monday,Local,2,0,79,Broker,1,7533.69,6,Medium,13780.99,silver,2095,1
4751,30,F,0,64,85065,1,0,Own,20160,2019-01-14,Monday,Parking Lot,0,0,46,Broker,1,4601.85,2,Medium,9037.91,red,2021,0
4752,45,F,1,88,105265,1,0,Own,20163,2019-05-30,Thursday,Parking Lot,0,0,1,Broker,0,7874.05,3,Compact,17745.46,black,1055,0
4753,50,M,1,64,110610,1,1,Rent,50056,2020-01-24,Friday,Local,0,1,100,Broker,1,4275.36,7,Compact,44817.73,blue,1423,0
4754,58,M,1,46,118105,1,1,Own,20121,2019-09-29,Sunday,Local,2,0,50,Online,0,13023.47,4,Medium,34597.01,white,1792,0
4755,43,M,1,48,103065,1,0,Own,85038,2019-03-05,Tuesday,Highway,0,1,0,Broker,0,6338.25,9,Medium,17386.54,other,2143,0
4756,48,F,0,63,108680,1,1,Rent,80027,2019-07-11,Thursday,Parking Lot,0,0,75,Phone,0,7265.95,3,Medium,53093.87,blue,2419,0
4757,35,F,1,75,92780,1,0,Rent,85013,2020-02-24,Monday,Parking Lot,0,0,12,Broker,0,1240.10,4,Medium,30188.05,red,2923,1
4758,25,M,0,75,75880,1,1,Rent,20160,2019-05-04,Saturday,Parking Lot,2,0,9,Online,1,4845.18,4,Medium,22000.72,black,1589,1
4759,44,M,1,67,104160,1,1,Rent,85027,2020-04-21,Tuesday,Highway,2,0,9,Broker,1,3766.21,5,Medium,9072.98,white,1638,0
4760,32,M,1,89,88225,0,1,Own,15012,2019-09-14,Saturday,Local,0,0,50,Phone,0,4010.29,4,Compact,25492.51,silver,1311,0
4761,51,M,0,47,111680,1,0,Own,15055,2020-04-19,Sunday,Parking Lot,0,0,51,Broker,1,4548.83,7,Large,21460.21,other,3915,0
4762,62,M,1,73,121360,0,1,Own,,2020-03-30,Monday,Local,1,1,51,Broker,1,5434.50,1,Medium,,red,1671,0
4763,146,M,0,74,106445,1,1,Rent,50002,2019-11-21,Thursday,Highway,0,0,85,Broker,1,6459.12,7,Compact,4965.55,silver,1442,0
4764,38,M,0,71,96915,1,1,Own,50029,2020-01-09,Thursday,Highway,0,0,47,Broker,0,4562.13,7,Large,38040.24,blue,5124,0
4765,33,F,1,52,89750,1,1,Rent,85061,2020-11-16,Monday,Local,1,1,100,Phone,1,2827.89,2,Compact,48847.6,silver,1174,0
4766,55,M,0,77,115340,1,1,Rent,80044,2020-03-06,Friday,Local,0,0,23,Phone,0,2663.35,2,Medium,27573.89,blue,1695,0
4767,37,F,1,90,95540,1,0,Rent,85028,2019-11-04,Monday,Parking Lot,0,0,16,Broker,0,6621.31,2,Large,52015.78,blue,3956,0
4768,26,M,1,79,77920,1,1,Rent,20103,2018-11-29,Thursday,Parking Lot,0,0,3,Online,0,7480.28,6,Compact,43440.69,gray,1041,0
4769,37,M,1,44,95510,1,1,Own,80109,2019-12-11,Wednesday,Local,0,0,51,Broker,1,7651.79,9,Medium,10323.02,gray,2501,0
4770,63,M,0,95,122180,1,0,Own,80022,2019-03-22,Friday,Local,0,0,59,Broker,0,6205.68,2,Medium,24580.31,gray,1559,0
4771,42,M,1,68,101915,1,1,Rent,80025,2019-11-09,Saturday,Local,0,0,7,Broker,0,2650.66,4,Compact,26278.63,red,1129,0
4772,67,M,0,88,125270,0,1,Own,80002,2019-07-30,Tuesday,Parking Lot,0,1,94,Phone,0,2099.51,4,Medium,25534.7,silver,2567,1
4773,39,M,0,55,98165,1,0,Own,20146,2019-08-03,Saturday,Local,0,0,13,Phone,1,2508.20,5,Large,48407.53,gray,3440,0
4774,47,F,0,81,107500,0,1,Own,50009,2019-10-28,Monday,Parking Lot,5,0,10,Broker,1,3508.75,7,Medium,39197.6,black,1776,1
4775,56,F,1,48,116330,1,1,Rent,15059,2020-09-19,Saturday,Local,0,0,38,Broker,0,8799.76,5,Medium,22006.34,black,1524,0
4776,36,F,1,63,94170,1,1,Rent,20101,2020-06-30,Tuesday,Local,1,0,52,Broker,0,4543.84,9,Large,84898.65,silver,4274,0
4777,55,M,0,68,115415,1,1,Own,20132,2020-07-31,Friday,Local,0,1,15,Phone,1,6790.28,7,Medium,15271.52,blue,1777,0
4778,52,M,1,74,112685,1,1,Rent,20132,2019-08-23,Friday,Local,0,1,55,Phone,0,7214.63,3,Medium,11037.03,black,2131,0
4779,30,F,0,86,85150,0,1,Rent,15025,2019-08-14,Wednesday,Parking Lot,0,0,93,Phone,1,8877.99,6,Large,25480.36,white,4366,0
4780,49,F,1,80,109530,1,1,Own,85020,2020-09-07,Monday,Highway,0,1,1,Phone,0,4097.39,5,Large,25619.91,other,4261,0
4781,47,M,1,95,107545,1,1,Rent,80012,2019-11-19,Tuesday,Local,0,0,11,Broker,1,5739.85,5,Compact,26997.03,gray,1494,0
4782,50,F,0,61,110555,1,0,Rent,15028,2019-01-29,Tuesday,Parking Lot,0,1,63,Phone,1,5615.34,5,Medium,13887.31,gray,1565,0
4783,31,M,0,97,86685,1,1,Rent,80005,2019-07-16,Tuesday,Parking Lot,0,0,53,Broker,1,1944.05,7,Medium,22260.51,red,1910,1
4784,83,F,0,96,135850,1,1,Own,85073,2020-01-16,Thursday,Highway,0,0,3,Phone,1,4572.33,5,Medium,14039.02,silver,1571,0
4785,36,M,1,75,94115,0,1,Rent,85038,2019-06-10,Monday,Highway,0,1,15,Broker,1,1952.14,6,Medium,12644.03,blue,1911,0
4786,34,M,1,19,91280,0,0,Rent,20105,2019-09-19,Thursday,Local,0,0,9,Broker,0,1596.74,3,Medium,8934.26,white,2685,1
4787,30,F,0,91,84965,1,0,Own,15015,2019-04-22,Monday,Parking Lot,0,0,27,Broker,1,7159.92,4,Large,25876.1,silver,3961,0
4788,32,F,1,78,88280,1,0,Rent,20148,2019-10-25,Friday,Parking Lot,0,0,88,Broker,0,5555.07,6,Compact,31642.3,black,1435,0
4789,41,M,1,90,100640,0,1,Own,50039,2019-01-14,Monday,Local,0,0,90,Online,0,11041.67,5,Compact,13554.5,blue,1173,0
4790,45,M,1,85,105385,0,1,Own,85071,2020-03-18,Wednesday,Local,0,0,62,Broker,1,4575.57,5,Compact,42511.08,black,1282,0
4791,40,F,1,86,99455,0,0,Own,15015,2019-11-25,Monday,Parking Lot,0,0,87,Broker,0,6860.18,6,Large,32912.8,silver,3015,0
4792,58,F,0,86,118035,1,1,Own,85064,2020-04-17,Friday,Local,0,0,11,Phone,1,2946.53,3,Compact,29606.68,gray,1304,0
4793,30,M,1,74,85070,0,1,Own,85019,2019-10-27,Sunday,Local,3,0,51,Phone,1,1581.23,4,Medium,21187.78,blue,1633,1
4794,22,M,1,85,69485,1,0,Rent,50051,2019-12-09,Monday,Parking Lot,0,0,8,Online,0,3281.27,2,Medium,30396.81,silver,1916,0
4795,49,F,1,73,109605,1,0,Own,20153,2019-08-13,Tuesday,Local,0,0,73,Broker,1,9410.65,4,Medium,33682.69,other,1831,0
4796,54,F,1,76,114330,1,0,Own,85054,2020-05-21,Thursday,Local,3,0,8,Phone,1,1691.86,4,Medium,26203.9,gray,2943,1
4797,33,F,1,76,89780,0,1,Own,85004,2018-12-06,Thursday,Local,0,1,1,Broker,1,6242.91,5,Large,7911.36,other,3671,0
4798,48,F,0,78,108610,0,1,Rent,15032,2019-11-06,Wednesday,Local,0,1,96,Broker,0,7935.07,5,Medium,24379.8,blue,1694,0
4799,24,M,1,83,73870,0,1,Rent,50031,2020-04-25,Saturday,Parking Lot,0,1,97,Online,1,11050.78,8,Medium,25926.18,white,2287,0
4800,61,F,1,73,120430,0,0,Rent,50020,2019-05-03,Friday,Local,1,0,9,Broker,0,2707.93,7,Medium,71026.43,white,1574,1
4801,22,F,1,70,69570,1,1,Rent,20106,2019-08-28,Wednesday,Local,0,1,76,Online,1,4635.84,5,Medium,14399.72,silver,1980,0
4802,35,F,1,51,92860,1,1,Rent,20160,2020-05-03,Sunday,Parking Lot,0,0,77,Broker,1,2118.89,5,Large,26137.27,red,3108,1
4803,57,M,0,46,117155,1,0,Own,20139,2019-12-31,Tuesday,Parking Lot,0,0,91,Online,0,4605.26,5,Medium,11807.35,red,2321,0
4804,33,F,1,77,89850,1,0,Own,20110,2020-05-03,Sunday,Local,1,1,51,Broker,1,4766.94,3,Medium,,other,2400,0
4805,62,M,0,75,121315,0,0,Own,15021,2020-11-10,Tuesday,Local,0,0,22,Online,1,3638.63,7,Medium,13321.15,white,1764,0
4806,22,F,1,91,1,1,1,Rent,85008,2019-08-24,Saturday,Local,2,1,22,Broker,1,2068.57,5,Medium,11076.75,white,2279,1
4807,46,F,0,90,106475,1,0,Own,85072,2020-03-22,Sunday,Local,0,1,90,Phone,0,4684.46,9,Medium,21646.76,black,1865,0
4808,51,F,1,78,111685,0,0,Own,80045,2019-07-17,Wednesday,Local,0,0,53,Broker,0,4761.45,2,Medium,13602.2,red,2497,0
4809,64,M,0,86,122810,1,1,Own,85018,2020-06-20,Saturday,Local,0,0,51,Broker,0,9228.31,4,Medium,24754.86,black,2139,0
4810,40,M,1,61,99525,1,1,Own,15034,2020-02-24,Monday,Local,0,0,85,Broker,1,3770.23,4,Compact,7226.58,gray,1022,0
4811,37,M,1,47,95545,1,1,Rent,85020,2020-01-23,Thursday,Parking Lot,0,0,99,Online,0,917.38,6,Compact,22284.28,red,1252,1
4812,45,M,1,92,105340,1,0,Own,85071,2019-11-14,Thursday,Local,2,0,50,Phone,0,5403.82,5,Large,27981.77,blue,5358,0
4813,50,M,1,75,110530,1,1,Own,20137,2020-10-24,Saturday,Local,0,0,17,Broker,1,6928.06,10,Compact,20487.5,black,1158,0
4814,62,F,1,80,121440,1,1,Own,80006,2020-01-14,Tuesday,Local,0,1,95,Broker,0,4719.79,8,Medium,54230.91,red,2121,0
4815,49,M,0,71,109565,1,0,Own,15025,2020-05-16,Saturday,Parking Lot,1,0,77,Phone,0,2489.90,2,Medium,68642.04,red,2424,1
4816,38,M,1,81,96820,1,1,Own,85041,2020-07-21,Tuesday,Local,0,0,17,Broker,0,7036.31,4,Large,25546.03,gray,3671,0
4817,45,M,1,71,105255,1,0,Own,80044,2019-12-17,Tuesday,Local,3,0,46,Broker,1,5862.34,5,Medium,19939.48,gray,1629,1
4818,49,M,1,76,109650,1,1,Rent,50043,2019-10-02,Wednesday,Local,0,0,87,Broker,1,3507.73,4,Large,22309.22,red,3902,0
4819,61,M,1,88,120510,1,0,Rent,,2019-01-30,Wednesday,Local,0,0,80,Phone,0,4782.02,4,Large,,other,4805,0
4820,56,M,0,99,116275,1,1,Own,50035,2019-07-05,Friday,Parking Lot,0,0,100,Online,0,5725.00,4,Medium,20270.67,other,1934,0
4821,83,M,1,95,135915,1,1,Own,15055,2019-12-23,Monday,Highway,0,0,0,Broker,1,7891.19,6,Medium,21626.46,white,2925,0
4822,45,M,1,97,105215,1,1,Own,80013,2019-10-12,Saturday,Local,1,0,50,Broker,0,2887.82,6,Large,16829.5,white,3042,1
4823,43,M,1,79,103030,1,1,Own,85046,2020-11-06,Friday,Highway,1,1,7,Broker,0,6777.64,6,Medium,33929.57,silver,1674,0
4824,47,M,1,89,107515,1,1,Own,20164,2019-10-09,Wednesday,Local,1,0,10,Broker,1,6677.54,5,Medium,15579.3,red,1797,0
4825,80,F,0,60,134130,1,0,Own,20108,2020-01-11,Saturday,Local,0,0,4,Broker,0,5645.27,9,Large,17432.8,other,4490,0
4826,41,M,1,83,100665,1,1,Own,15054,2019-12-18,Wednesday,Local,0,0,3,Broker,0,3342.57,12,Compact,49677.55,gray,1424,0
4827,55,M,1,56,115275,1,0,Own,50031,2020-09-08,Tuesday,Parking Lot,0,0,59,Broker,0,6017.55,8,Medium,24979.44,silver,2434,0
4828,45,F,1,93,105385,0,1,Own,85072,2020-09-03,Thursday,Local,0,0,39,Broker,0,5186.73,3,Medium,20142.09,other,1609,0
4829,44,F,0,61,104220,1,1,Own,15025,2019-07-28,Sunday,Local,1,0,72,Broker,1,3505.32,7,Compact,16611.35,other,1160,0
4830,48,M,1,65,108585,1,0,Rent,50011,2019-05-18,Saturday,Highway,0,1,39,Broker,0,1382.37,6,Medium,24818.73,blue,2473,0
4831,43,M,1,76,103140,0,0,Rent,20147,2019-06-25,Tuesday,Parking Lot,0,0,1,Online,1,7823.50,3,Medium,18263.02,gray,2109,0
4832,32,F,1,40,88255,0,0,Own,50021,2020-05-06,Wednesday,Parking Lot,1,0,50,Phone,1,3965.29,7,Medium,18438.12,silver,3000,0
4833,77,M,1,88,132200,0,1,Rent,15035,2019-02-25,Monday,Parking Lot,5,0,50,Broker,1,5734.92,2,Medium,18229.06,other,2179,1
4834,52,F,1,72,112515,1,1,Own,50008,2020-07-25,Saturday,Highway,0,0,50,Broker,0,2755.79,5,Compact,14251.53,white,1043,0
4835,31,F,1,81,86790,0,1,Own,20109,2020-07-12,Sunday,Local,0,0,2,Broker,0,11061.14,5,Medium,9783.75,blue,1933,0
4836,49,F,0,40,109565,1,1,Own,50041,2020-04-14,Tuesday,Highway,1,0,95,Phone,1,3970.90,3,Compact,23430.17,white,1364,1
4837,35,F,0,97,92770,1,1,Own,50005,2020-02-15,Saturday,Highway,0,0,30,Phone,0,2977.51,3,Compact,35200.86,white,1297,0
4838,25,M,1,81,75910,0,1,Rent,80002,2020-11-25,Wednesday,Local,2,0,93,Online,1,3648.80,6,Medium,26780.36,gray,2314,0
4839,76,F,1,74,131490,1,1,Own,85061,2019-11-26,Tuesday,Highway,0,0,95,Broker,0,6289.16,4,Medium,23659.77,other,1684,0
4840,39,M,1,90,98190,1,1,Own,80026,2020-04-23,Thursday,Local,0,0,25,Broker,0,1577.44,0,Medium,17818.77,gray,2957,1
4841,41,F,1,85,100685,0,1,Own,15035,2019-04-12,Friday,Parking Lot,0,0,31,Broker,1,2261.44,2,Medium,32339.92,gray,2354,1
4842,40,M,1,78,99535,1,1,Own,15025,2020-09-29,Tuesday,Parking Lot,1,0,40,Phone,0,4639.08,3,Compact,11893.26,white,1366,1
4843,35,F,0,86,92775,1,0,Own,85045,2019-03-08,Friday,Local,2,1,69,Broker,1,4047.70,3,Compact,29260.66,silver,1368,0
4844,36,F,1,95,94160,1,0,Own,80101,2020-05-29,Friday,Local,0,0,82,Phone,1,1927.05,1,Medium,16609.44,other,1963,0
4845,32,M,0,40,88295,1,1,Own,15051,2020-04-24,Friday,Parking Lot,0,0,0,Phone,0,10567.46,6,Medium,17862.03,other,2247,0
4846,47,F,1,48,107520,1,1,Own,15019,2020-04-15,Wednesday,Local,0,0,99,Phone,0,3462.60,4,Large,26017.72,white,4202,0
4847,23,F,0,74,71905,1,1,Rent,50029,2020-03-01,Sunday,Parking Lot,0,0,76,Online,0,3188.66,4,Large,6575.27,other,5095,1
4848,35,F,1,65,92780,1,0,Own,50034,2019-12-19,Thursday,Local,3,0,98,Broker,1,8087.68,4,Medium,17061.78,silver,2876,0
4849,43,M,1,57,103060,1,1,Own,50023,2019-05-30,Thursday,Highway,0,0,35,Phone,0,4997.73,4,Medium,26523.81,gray,1716,0
4850,43,F,1,77,103090,1,1,Rent,15018,2019-07-09,Tuesday,Local,3,1,22,Broker,1,4466.56,6,Compact,16636.6,silver,1436,1
4851,42,M,1,82,101840,0,0,Own,50049,2020-11-11,Wednesday,Parking Lot,0,0,2,Broker,1,4795.47,5,Compact,10142.56,silver,1284,0
4852,38,M,1,72,96870,1,0,Rent,20153,2019-02-21,Thursday,Local,1,0,81,Broker,1,8512.14,2,Large,24369.24,white,4849,0
4853,26,M,0,75,77940,1,1,Rent,80016,2019-10-17,Thursday,Local,0,0,87,Online,1,2907.04,2,Medium,7941.48,white,2076,0
4854,63,M,0,74,122150,1,0,Rent,50022,2020-01-17,Friday,Local,0,0,9,Broker,1,5612.04,8,Compact,37379.86,other,1293,0
4855,50,M,1,85,110695,1,1,Own,85015,2019-10-03,Thursday,Highway,1,0,21,Broker,1,6905.71,5,Medium,19951.52,black,2721,0
4856,35,F,1,72,92680,1,0,Own,20106,2020-02-02,Sunday,Local,0,1,47,Broker,1,1719.07,7,Medium,27994.09,gray,2941,1
4857,54,M,1,79,114620,1,0,Rent,50005,2019-02-17,Sunday,Parking Lot,0,0,0,Broker,0,3643.62,4,Large,6580.91,other,3156,1
4858,54,F,0,80,114465,0,0,Own,80036,2019-03-23,Saturday,Parking Lot,0,0,54,Phone,1,6022.38,5,Medium,18079.62,red,2871,0
4859,66,F,1,64,124500,1,1,Own,20111,2018-12-09,Sunday,Highway,2,1,82,Broker,1,4533.04,7,Medium,13967.42,black,2159,0
4860,39,M,1,41,98205,0,0,Own,15019,2019-02-13,Wednesday,Local,0,1,63,Broker,1,6482.93,3,Medium,12695.98,black,2756,0
4861,40,F,0,85,99560,0,1,Own,50033,2019-11-08,Friday,Local,3,0,77,Broker,1,6651.78,7,Medium,27961.63,red,2019,0
4862,48,M,0,83,2086000,0,0,Rent,85070,2020-09-25,Friday,Parking Lot,1,0,9,Online,0,6129.55,6,Large,19356.65,black,3236,0
4863,30,M,0,74,85040,1,0,Own,80007,2020-05-27,Wednesday,Parking Lot,0,0,87,Broker,0,5551.99,6,Compact,18617.82,other,1222,0
4864,41,F,1,94,100695,1,1,Rent,15019,2019-02-04,Monday,Parking Lot,2,0,51,Broker,1,4321.69,5,Medium,28893.36,gray,1885,0
4865,43,M,0,70,103045,1,0,Own,50008,2020-03-12,Thursday,Local,0,1,93,Online,0,7191.36,4,Medium,16542.18,gray,1561,0
4866,56,F,1,87,116230,1,0,Own,85023,2020-06-18,Thursday,Highway,2,0,18,Broker,1,5451.67,3,Medium,32328.85,gray,2117,0
4867,30,M,0,79,85035,1,1,Own,20122,2019-05-10,Friday,Local,2,0,98,Phone,1,8353.13,2,Medium,19927.94,blue,2421,0
4868,31,M,1,75,86680,1,0,Own,80011,2020-07-26,Sunday,Parking Lot,0,1,23,Broker,1,3516.42,4,Large,16328.55,other,3783,0
4869,45,M,1,53,105355,1,0,Rent,80040,2019-05-28,Tuesday,Local,0,1,80,Broker,1,6172.48,4,Compact,24614.73,other,1105,0
4870,39,M,1,88,98165,1,0,Own,15003,2020-06-03,Wednesday,Parking Lot,1,0,21,Online,1,5245.66,9,Medium,11656.1,other,2761,0
4871,57,M,1,72,117135,0,1,Own,20147,2019-11-03,Sunday,Highway,0,0,50,Broker,0,4851.37,6,Medium,15137.75,other,2813,0
4872,42,M,1,88,101945,0,0,Own,80012,2020-09-17,Thursday,Local,0,0,32,Broker,1,4246.14,7,Medium,13584.36,other,2153,0
4873,60,M,0,66,119780,1,0,Rent,50047,2019-04-24,Wednesday,Local,0,0,17,Broker,1,5884.65,9,Medium,26612.52,other,1524,0
4874,49,F,1,70,109680,1,1,Rent,15022,2019-09-28,Saturday,Parking Lot,0,1,59,Broker,1,2761.53,6,Medium,33761.89,gray,2514,0
4875,53,M,1,62,113565,1,1,Rent,50027,2020-06-24,Wednesday,Local,0,0,48,Phone,0,1725.28,1,Medium,13243.28,silver,2502,1
4876,65,M,0,64,123625,1,1,Own,15022,2019-05-06,Monday,Highway,0,0,38,Broker,1,7074.21,5,Medium,22088.35,white,2899,0
4877,23,M,1,89,71740,1,1,Rent,85042,2020-02-09,Sunday,Parking Lot,0,0,41,Broker,0,3467.56,2,Medium,36008.9,gray,2933,0
4878,31,F,1,90,30000,0,0,Rent,15001,2019-08-18,Sunday,Highway,1,1,11,Broker,1,2678.26,5,Large,15478.77,gray,5182,1
4879,43,M,1,39,103125,1,1,Own,50021,2020-07-06,Monday,Local,1,0,33,Broker,1,9688.29,11,Large,23716.81,blue,3298,0
4880,61,M,1,75,120520,1,1,Own,20148,2019-04-06,Saturday,Parking Lot,1,0,41,Broker,0,6760.33,9,Medium,13702.37,black,2626,0
4881,64,F,0,86,123010,0,0,Own,80028,2020-11-03,Tuesday,Highway,0,1,97,Phone,1,3970.92,2,Large,16573.14,silver,4588,0
4882,136,F,1,98,94160,1,0,Rent,15027,2020-11-04,Wednesday,Local,1,0,50,Broker,1,4777.81,5,Large,13179.68,other,3843,0
4883,34,F,1,68,91295,1,1,Own,80037,2020-01-09,Thursday,Highway,0,0,100,Broker,1,5941.78,6,Compact,35647.36,blue,1094,0
4884,38,F,1,60,96905,1,0,Rent,50013,2019-05-18,Saturday,Local,0,1,50,Phone,1,3642.36,7,Compact,37447.87,other,1399,0
4885,34,M,1,82,91420,0,1,Rent,85027,2020-09-04,Friday,Local,0,0,74,Broker,1,6872.99,8,Compact,39299.65,silver,1378,0
4886,25,M,0,89,76000,1,0,Rent,80040,2019-12-07,Saturday,Local,0,0,1,Online,1,12207.06,3,Large,29343.97,blue,3281,0
4887,50,F,1,56,110605,1,1,Own,50041,2019-08-26,Monday,Parking Lot,1,0,7,Broker,1,6334.95,8,Large,61659.06,gray,3522,0
4888,51,M,1,95,111620,1,1,Own,15055,2019-12-31,Tuesday,Parking Lot,0,0,41,Broker,0,7049.38,2,Large,7506.51,red,3613,0
4889,32,M,1,76,88255,1,0,Rent,20122,2020-09-03,Thursday,Local,0,1,100,Broker,0,6991.51,9,Medium,24602.47,gray,1577,0
4890,38,F,0,83,96825,0,1,Own,85054,2020-08-13,Thursday,Local,3,0,36,Broker,1,1918.24,6,Medium,37829.63,other,2134,1
4891,31,F,0,83,86685,1,0,Rent,20102,2019-01-16,Wednesday,Local,0,0,1,Online,0,6767.46,5,Large,39093.39,black,6885,0
4892,28,F,1,83,81675,1,0,Rent,20137,2019-02-24,Sunday,Parking Lot,0,1,12,Online,0,6824.62,7,Large,20863.46,red,4130,0
4893,25,M,0,60,75910,1,0,Own,20102,2020-04-19,Sunday,Local,3,0,96,Online,1,3092.33,8,Large,42241.96,red,3393,1
4894,54,F,1,95,114440,1,0,Own,50001,2019-01-28,Monday,Local,0,0,53,Phone,0,4626.68,4,Medium,10039.22,other,1760,0
4895,56,M,0,76,116245,1,1,Rent,50005,2019-04-20,Saturday,Local,1,0,0,Broker,1,4310.56,3,Medium,35228.28,black,2215,0
4896,59,F,1,85,118925,1,1,Rent,80031,2018-12-03,Monday,Highway,0,0,44,Broker,0,1623.52,6,Medium,7945.56,silver,2103,0
4897,51,F,1,81,111715,1,1,Rent,85061,2019-04-03,Wednesday,Local,0,0,8,Online,0,2221.66,6,Compact,28503.45,white,1120,0
4898,43,M,1,42,102975,1,0,Rent,15034,2019-05-22,Wednesday,Highway,1,0,38,Broker,1,4549.33,5,Medium,21158.42,other,1833,0
4899,33,M,1,94,89890,0,0,Own,15021,2020-10-13,Tuesday,Local,0,0,75,Broker,1,4747.83,8,Large,43480.88,black,3725,0
4900,49,M,1,46,109630,1,0,Own,85076,2019-03-04,Monday,Highway,0,0,44,Phone,0,3032.91,1,Large,31657.46,blue,6217,0
4901,51,F,1,73,111685,1,1,Own,50032,2019-03-09,Saturday,Parking Lot,0,0,99,Broker,0,6375.28,6,Medium,19472.15,white,1605,0
4902,40,F,1,53,99435,1,1,Rent,15024,2019-04-20,Saturday,Parking Lot,0,1,99,Phone,1,2447.50,4,Large,27489.26,gray,3488,1
4903,50,M,1,68,110585,1,1,Rent,15012,2019-03-05,Tuesday,Local,0,0,31,Phone,0,4286.26,6,Compact,22600.86,black,867,0
4904,44,M,0,38,104280,1,1,Own,15057,2020-09-09,Wednesday,Local,0,0,89,Broker,1,6960.74,8,Medium,38643.41,blue,1661,0
4905,42,F,1,55,101835,1,1,Rent,50048,2020-11-14,Saturday,Parking Lot,0,1,97,Broker,0,4692.72,7,Compact,11241.68,white,1263,0
4906,41,F,1,67,100635,1,0,Own,85066,2019-01-12,Saturday,Highway,1,0,18,Broker,0,7423.18,3,Medium,11337.76,silver,2599,0
4907,30,F,0,76,85150,1,1,Rent,85038,2020-10-11,Sunday,Local,0,1,42,Broker,1,2232.33,5,Large,22552.7,blue,3861,0
4908,58,F,1,76,118070,1,1,Own,80040,2020-08-27,Thursday,Highway,0,1,7,Broker,1,5785.63,7,Medium,12802.25,black,2423,0
4909,40,M,1,71,99515,1,0,Own,50056,2020-05-06,Wednesday,Local,1,0,99,Broker,1,7149.30,8,Compact,25977.54,silver,1384,0
4910,57,F,0,73,117115,0,0,Rent,50003,2019-06-22,Saturday,Parking Lot,1,0,99,Broker,0,2877.50,5,Medium,17630.97,blue,2387,1
4911,50,M,1,87,110560,1,1,Rent,80011,2020-09-20,Sunday,Local,0,0,22,Broker,1,8118.69,8,Medium,21205.6,white,1647,0
4912,26,F,0,74,1,1,0,Rent,85031,2020-07-08,Wednesday,Parking Lot,2,0,28,Online,1,4921.85,3,Compact,41159.42,black,1493,0
4913,36,M,1,54,94240,1,1,Own,,2019-02-17,Sunday,Other,0,0,32,Broker,0,2641.46,6,Medium,24775.33,white,2911,0
4914,29,M,1,67,83360,0,0,Own,50012,2019-04-21,Sunday,Parking Lot,0,0,17,Online,0,4293.42,5,Medium,18220.82,other,1790,0
4915,20,M,1,65,64795,0,0,Rent,80004,2019-01-03,Thursday,Parking Lot,0,0,41,Online,0,2516.72,6,Large,40071.14,gray,3284,0
4916,58,M,1,71,118075,1,0,Own,85077,2019-03-06,Wednesday,Local,0,0,49,Broker,1,4229.44,4,Large,28800.73,blue,4406,0
4917,48,F,1,85,108545,1,1,Own,20152,2020-08-29,Saturday,Parking Lot,0,0,41,Broker,0,3846.96,3,Medium,29823.86,gray,2627,0
4918,37,F,0,85,95495,1,1,Own,50012,2019-07-11,Thursday,Highway,0,0,89,Broker,1,9170.03,11,Compact,6537.19,silver,1205,0
4919,36,F,1,70,94185,0,1,Own,50036,2018-12-18,Tuesday,Local,1,0,85,Broker,1,2108.60,4,Medium,37591.62,blue,2332,1
4920,51,M,1,40,111635,1,0,Own,15012,2020-02-02,Sunday,Local,1,0,94,Broker,1,4112.44,5,Compact,17353.04,silver,1417,0
4921,69,F,1,76,126655,1,1,Own,15001,2019-12-10,Tuesday,Parking Lot,1,0,100,Phone,1,4867.79,4,Large,37525.08,red,4533,0
4922,32,M,1,64,88315,1,1,Own,50035,2019-05-15,Wednesday,Local,1,1,18,Broker,0,6807.71,4,Medium,20175.74,white,2131,0
4923,29,M,1,83,83380,0,1,Rent,85074,2019-04-22,Monday,Parking Lot,0,0,51,Phone,0,4005.56,5,Medium,45790.07,other,1641,0
4924,48,M,1,72,108600,1,1,Rent,20138,2020-08-01,Saturday,Local,0,0,0,Broker,0,3336.04,7,Compact,45980.86,white,1178,0
4925,71,F,1,60,128095,1,1,Own,80103,2020-03-25,Wednesday,Parking Lot,2,1,2,Broker,1,2980.82,3,Compact,16055.85,blue,1425,1
4926,34,F,0,76,91200,1,1,Own,15021,2019-12-25,Wednesday,Local,0,0,28,Broker,0,5772.55,3,Large,11494.41,gray,3293,0
4927,49,M,1,58,2096050,0,1,Own,20160,2020-10-17,Saturday,Local,0,0,37,Phone,1,6418.10,4,Compact,42323.46,gray,1154,0
4928,74,F,1,78,130205,1,0,Rent,20131,2019-06-30,Sunday,Local,0,0,1,Broker,0,2794.88,2,Medium,14288.98,silver,2742,0
